Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
flumes,W,6,"['Ġfl', 'umes']",1,0.67,644.04,0.78
flummoxed,W,9,"['Ġfl', 'um', 'm', 'ox', 'ed']",4,0.44,887.88,0.47
flung,W,5,"['Ġfl', 'ung']",1,0.6,670.65,0.84
flunk,W,5,"['Ġfl', 'unk']",1,0.6,700.07,0.74
flunked,W,7,"['Ġfl', 'unk', 'ed']",2,0.57,684.44,0.8
flunkey,W,7,"['Ġfl', 'un', 'key']",2,0.57,632.17,0.2
flunkeys,W,8,"['Ġfl', 'un', 'keys']",2,0.62,762.43,0.22
flunks,W,6,"['Ġfl', 'un', 'ks']",2,0.5,763.86,0.55
fluoresce,W,9,"['Ġflu', 'ores', 'ce']",2,0.67,770.79,0.42
fluoresced,W,10,"['Ġflu', 'ores', 'ced']",2,0.7,805.86,0.26
fluoride,W,8,"['Ġfluor', 'ide']",1,0.75,691.28,0.82
fluorides,W,9,"['Ġfluor', 'ides']",1,0.78,708.21,0.62
fluorine,W,8,"['Ġfluor', 'ine']",1,0.75,696.28,0.89
flurried,W,8,"['Ġfl', 'ur', 'ried']",2,0.62,689.62,0.85
flurries,W,8,"['Ġfl', 'ur', 'ries']",2,0.62,685.31,0.95
flurry,W,6,"['Ġfl', 'ur', 'ry']",2,0.5,627.67,0.97
flush,W,5,"['Ġfl', 'ush']",1,0.6,534.19,0.95
flushed,W,7,"['Ġfl', 'ushed']",1,0.71,659.35,0.97
flushes,W,7,"['Ġfl', 'us', 'hes']",2,0.57,629.98,1.0
flushing,W,8,"['Ġfl', 'ushing']",1,0.75,583.1,0.98
fluster,W,7,"['Ġfl', 'uster']",1,0.71,713.89,0.97
flustered,W,9,"['Ġfl', 'ust', 'ered']",2,0.67,590.58,1.0
flute,W,5,"['Ġfl', 'ute']",1,0.6,547.0,1.0
fluted,W,6,"['Ġfl', 'uted']",1,0.67,725.08,0.63
flutes,W,6,"['Ġfl', 'utes']",1,0.67,584.5,1.0
fluting,W,7,"['Ġfl', 'uting']",1,0.71,799.14,0.38
flutter,W,7,"['Ġfl', 'ut', 'ter']",2,0.57,597.5,1.0
fluttered,W,9,"['Ġfl', 'utt', 'ered']",2,0.67,642.31,1.0
flutters,W,8,"['Ġfl', 'ut', 'ters']",2,0.62,641.23,0.9
fluvial,W,7,"['Ġflu', 'v', 'ial']",2,0.57,637.93,0.4
flux,W,4,"['Ġflu', 'x']",1,0.5,673.71,0.76
fluxes,W,6,"['Ġflu', 'x', 'es']",2,0.5,686.22,0.57
fly,W,3,['Ġfly'],0,0.67,570.26,1.0
flyblown,W,8,"['Ġfly', 'bl', 'own']",2,0.62,718.67,0.08
flyer,W,5,"['Ġfly', 'er']",1,0.6,611.42,1.0
flying,W,6,['Ġflying'],0,0.83,519.0,0.98
flyleaf,W,7,"['Ġfly', 'le', 'af']",2,0.57,638.67,0.18
flypast,W,7,"['Ġfly', 'p', 'ast']",2,0.57,783.44,0.48
flypasts,W,8,"['Ġfly', 'p', 'ast', 's']",3,0.5,687.73,0.3
flysheet,W,8,"['Ġfly', 's', 'he', 'et']",3,0.5,792.0,0.3
flysheets,W,9,"['Ġfly', 's', 'he', 'ets']",3,0.56,735.83,0.16
flyweight,W,9,"['Ġfly', 'weight']",1,0.78,708.71,0.5
flywheel,W,8,"['Ġfly', 'w', 'heel']",2,0.62,681.13,0.39
flywheels,W,9,"['Ġfly', 'w', 'he', 'els']",3,0.56,683.14,0.38
foal,W,4,"['Ġfo', 'al']",1,0.5,644.25,0.82
foaled,W,6,"['Ġfo', 'aled']",1,0.67,738.53,0.42
foaling,W,7,"['Ġfo', 'aling']",1,0.71,707.94,0.4
foals,W,5,"['Ġfo', 'als']",1,0.6,667.9,0.79
foam,W,4,"['Ġfo', 'am']",1,0.5,582.49,0.92
foamed,W,6,"['Ġfo', 'amed']",1,0.67,596.08,0.98
foaming,W,7,"['Ġfo', 'am', 'ing']",2,0.57,595.05,1.0
foams,W,5,"['Ġfo', 'ams']",1,0.6,628.31,0.92
foamy,W,5,"['Ġfo', 'am', 'y']",2,0.4,634.1,0.84
fob,W,3,"['Ġf', 'ob']",1,0.33,714.31,0.68
fobs,W,4,"['Ġf', 'obs']",1,0.5,718.39,0.48
focal,W,5,"['Ġf', 'ocal']",1,0.6,635.64,0.75
foci,W,4,"['Ġf', 'oci']",1,0.5,696.0,0.13
focus,W,5,['Ġfocus'],0,0.8,552.92,1.0
focussed,W,8,"['Ġf', 'oc', 'uss', 'ed']",3,0.5,679.71,0.82
fodder,W,6,"['Ġf', 'od', 'der']",2,0.5,681.06,0.47
foe,W,3,"['Ġf', 'oe']",1,0.33,586.5,1.0
foes,W,4,"['Ġf', 'oes']",1,0.5,647.68,0.89
foetal,W,6,"['Ġfo', 'et', 'al']",2,0.5,662.7,0.55
foetus,W,6,"['Ġfo', 'et', 'us']",2,0.5,659.2,0.82
fog,W,3,"['Ġf', 'og']",1,0.33,523.44,0.98
fogbound,W,8,"['Ġf', 'og', 'b', 'ound']",3,0.5,734.85,0.35
fogey,W,5,"['Ġfo', 'ge', 'y']",2,0.4,752.33,0.24
fogeys,W,6,"['Ġfo', 'ge', 'ys']",2,0.5,896.67,0.15
fogged,W,6,"['Ġf', 'og', 'ged']",2,0.5,770.71,0.79
fogging,W,7,"['Ġf', 'og', 'ging']",2,0.57,676.4,0.74
foggy,W,5,"['Ġf', 'og', 'gy']",2,0.4,594.34,0.98
foghorn,W,7,"['Ġf', 'og', 'h', 'orn']",3,0.43,665.46,0.9
foghorns,W,8,"['Ġf', 'og', 'h', 'orn', 's']",4,0.38,736.29,0.72
fogs,W,4,"['Ġf', 'ogs']",1,0.5,657.37,0.92
foible,W,6,"['Ġfo', 'ible']",1,0.67,859.0,0.13
foibles,W,7,"['Ġfo', 'ib', 'les']",2,0.57,843.67,0.16
foil,W,4,"['Ġfo', 'il']",1,0.5,580.22,1.0
foiled,W,6,"['Ġfo', 'iled']",1,0.67,584.92,1.0
foiling,W,7,"['Ġfo', 'iling']",1,0.71,675.71,0.88
foils,W,5,"['Ġfo', 'ils']",1,0.6,590.71,0.95
fold,W,4,['Ġfold'],0,0.75,543.1,1.0
folded,W,6,"['Ġfold', 'ed']",1,0.67,590.59,0.98
folder,W,6,['Ġfolder'],0,0.83,539.13,0.98
folders,W,7,"['Ġfold', 'ers']",1,0.71,576.83,1.0
folding,W,7,"['Ġfold', 'ing']",1,0.71,552.17,1.0
folds,W,5,"['Ġfold', 's']",1,0.6,559.23,0.98
folk,W,4,['Ġfolk'],0,0.75,552.5,1.0
folklore,W,8,"['Ġfolk', 'l', 'ore']",2,0.62,662.73,0.68
folks,W,5,"['Ġfol', 'ks']",1,0.6,542.61,0.95
folksy,W,6,"['Ġfol', 'ks', 'y']",2,0.5,680.08,0.34
folktale,W,8,"['Ġfolk', 't', 'ale']",2,0.62,705.32,0.78
folktales,W,9,"['Ġfolk', 't', 'ales']",2,0.67,732.46,0.76
folkways,W,8,"['Ġfolk', 'ways']",1,0.75,618.88,0.22
follies,W,7,"['Ġf', 'oll', 'ies']",2,0.57,688.31,0.68
follow,W,6,['Ġfollow'],0,0.83,544.45,1.0
followed,W,8,['Ġfollowed'],0,0.88,564.54,0.97
follows,W,7,['Ġfollows'],0,0.86,495.19,1.0
folly,W,5,"['Ġfol', 'ly']",1,0.6,650.92,0.71
foment,W,6,"['Ġf', 'om', 'ent']",2,0.5,1517.0,0.02
fond,W,4,"['Ġf', 'ond']",1,0.5,658.66,0.95
fondant,W,7,"['Ġf', 'ond', 'ant']",2,0.57,675.73,0.79
fonder,W,6,"['Ġf', 'onder']",1,0.67,671.04,0.72
fondest,W,7,"['Ġf', 'ond', 'est']",2,0.57,652.74,0.98
fondle,W,6,"['Ġf', 'ond', 'le']",2,0.5,621.53,0.95
fondled,W,7,"['Ġf', 'ond', 'led']",2,0.57,676.7,0.92
fondles,W,7,"['Ġf', 'ond', 'les']",2,0.57,626.17,0.97
fondly,W,6,"['Ġf', 'ond', 'ly']",2,0.5,634.47,0.92
fondness,W,8,"['Ġf', 'ond', 'ness']",2,0.62,621.53,0.95
fondue,W,6,"['Ġf', 'on', 'due']",2,0.5,715.07,0.82
fondues,W,7,"['Ġf', 'on', 'du', 'es']",3,0.43,761.41,0.63
font,W,4,['Ġfont'],0,0.75,571.69,0.98
fonts,W,5,"['Ġfont', 's']",1,0.6,598.9,0.98
food,W,4,['Ġfood'],0,0.75,499.18,1.0
foodless,W,8,"['Ġfood', 'less']",1,0.75,793.62,0.42
foods,W,5,['Ġfoods'],0,0.8,634.59,0.95
foodstuff,W,9,"['Ġfood', 'st', 'uff']",2,0.67,687.39,0.62
foodstuffs,W,10,"['Ġfood', 'st', 'uff', 's']",3,0.6,752.25,0.45
fool,W,4,['Ġfool'],0,0.75,527.47,1.0
fooled,W,6,"['Ġfool', 'ed']",1,0.67,563.67,0.98
fooling,W,7,"['Ġfool', 'ing']",1,0.71,590.97,0.95
foolish,W,7,"['Ġfool', 'ish']",1,0.71,551.11,0.95
foolproof,W,9,"['Ġfool', 'pro', 'of']",2,0.67,681.33,0.75
fools,W,5,"['Ġfool', 's']",1,0.6,538.28,1.0
foolscap,W,8,"['Ġfool', 'sc', 'ap']",2,0.62,797.22,0.24
foot,W,4,['Ġfoot'],0,0.75,492.02,1.0
footage,W,7,"['Ġfoot', 'age']",1,0.71,565.63,0.98
football,W,8,['Ġfootball'],0,0.88,514.19,1.0
footballs,W,9,"['Ġfootball', 's']",1,0.78,588.56,1.0
footbath,W,8,"['Ġfoot', 'b', 'ath']",2,0.62,743.52,0.65
footboard,W,9,"['Ġfoot', 'board']",1,0.78,694.63,0.52
footbridge,W,10,"['Ġfoot', 'b', 'ridge']",2,0.7,622.35,0.98
footed,W,6,"['Ġfoot', 'ed']",1,0.67,683.67,0.98
footer,W,6,"['Ġfoot', 'er']",1,0.67,624.08,0.7
footers,W,7,"['Ġfoot', 'ers']",1,0.71,776.78,0.72
footfall,W,8,"['Ġfoot', 'fall']",1,0.75,644.39,0.7
footfalls,W,9,"['Ġfoot', 'fall', 's']",2,0.67,726.46,0.66
foothill,W,8,"['Ġf', 'ooth', 'ill']",2,0.62,659.42,0.78
foothills,W,9,"['Ġf', 'ooth', 'ills']",2,0.67,712.39,0.66
foothold,W,8,"['Ġf', 'ooth', 'old']",2,0.62,613.81,0.92
footholds,W,9,"['Ġf', 'ooth', 'old', 's']",3,0.56,668.17,0.92
footing,W,7,"['Ġfoot', 'ing']",1,0.71,619.48,0.85
footlights,W,10,"['Ġfoot', 'light', 's']",2,0.7,682.27,0.88
footling,W,8,"['Ġfoot', 'ling']",1,0.75,775.38,0.2
footloose,W,9,"['Ġfoot', 'lo', 'ose']",2,0.67,639.21,0.98
footman,W,7,"['Ġfoot', 'man']",1,0.71,662.69,0.82
footmarks,W,9,"['Ġfoot', 'mar', 'ks']",2,0.67,712.21,0.76
footmen,W,7,"['Ġfoot', 'men']",1,0.71,663.91,0.85
footnote,W,8,"['Ġfoot', 'n', 'ote']",2,0.62,623.59,1.0
footnotes,W,9,"['Ġfoot', 'not', 'es']",2,0.67,601.26,0.98
footpad,W,7,"['Ġfoot', 'p', 'ad']",2,0.57,672.24,0.72
footpads,W,8,"['Ġfoot', 'p', 'ads']",2,0.62,646.39,0.61
footpath,W,8,"['Ġfoot', 'p', 'ath']",2,0.62,580.92,0.98
footpaths,W,9,"['Ġfoot', 'p', 'ath', 's']",3,0.56,615.9,0.98
footplate,W,9,"['Ġfoot', 'plate']",1,0.78,692.96,0.65
footplates,W,10,"['Ġfoot', 'pl', 'ates']",2,0.7,598.88,0.62
footprint,W,9,"['Ġfoot', 'print']",1,0.78,550.62,1.0
footprints,W,10,"['Ġfoot', 'print', 's']",2,0.7,610.05,1.0
foots,W,5,"['Ġfoot', 's']",1,0.6,556.64,0.82
footsie,W,7,"['Ġfoot', 's', 'ie']",2,0.57,676.07,0.72
footsore,W,8,"['Ġfoot', 's', 'ore']",2,0.62,709.65,0.42
footstep,W,8,"['Ġfoot', 'st', 'ep']",2,0.62,610.82,0.92
footsteps,W,9,"['Ġfoot', 'st', 'eps']",2,0.67,563.32,1.0
footstool,W,9,"['Ġfoot', 'st', 'ool']",2,0.67,656.43,0.8
footsure,W,8,"['Ġfoot', 's', 'ure']",2,0.62,683.92,0.3
footwear,W,8,"['Ġfoot', 'w', 'ear']",2,0.62,608.03,0.95
footwork,W,8,"['Ġfoot', 'work']",1,0.75,680.59,0.88
fop,W,3,"['Ġf', 'op']",1,0.33,780.73,0.28
foppish,W,7,"['Ġf', 'opp', 'ish']",2,0.57,714.3,0.26
fops,W,4,"['Ġf', 'ops']",1,0.5,882.5,0.21
for,W,3,['Ġfor'],0,0.67,549.27,1.0
forage,W,6,"['Ġfor', 'age']",1,0.67,681.0,0.74
foraged,W,7,"['Ġfor', 'aged']",1,0.71,722.88,0.65
foray,W,5,"['Ġfor', 'ay']",1,0.6,722.05,0.55
forays,W,6,"['Ġfor', 'ays']",1,0.67,716.67,0.58
forbade,W,7,"['Ġforb', 'ade']",1,0.71,674.58,0.68
forbear,W,7,"['Ġforb', 'ear']",1,0.71,819.73,0.38
forbears,W,8,"['Ġforb', 'ears']",1,0.75,721.11,0.53
forbid,W,6,"['Ġfor', 'bid']",1,0.67,603.36,0.95
forbids,W,7,"['Ġforb', 'ids']",1,0.71,614.48,0.88
forbore,W,7,"['Ġforb', 'ore']",1,0.71,779.78,0.24
force,W,5,['Ġforce'],0,0.8,583.82,1.0
forced,W,6,['Ġforced'],0,0.83,534.0,0.97
forceful,W,8,"['Ġforce', 'ful']",1,0.75,612.16,1.0
forceps,W,7,"['Ġforce', 'ps']",1,0.71,672.74,0.76
forces,W,6,['Ġforces'],0,0.83,581.67,1.0
forcing,W,7,['Ġforcing'],0,0.86,613.57,0.97
ford,W,4,"['Ġfor', 'd']",1,0.5,650.15,0.85
forded,W,6,"['Ġfor', 'ded']",1,0.67,841.82,0.32
fording,W,7,"['Ġfor', 'ding']",1,0.71,736.7,0.3
fords,W,5,"['Ġfor', 'ds']",1,0.6,673.1,0.63
fore,W,4,['Ġfore'],0,0.75,642.57,0.75
forearm,W,7,"['Ġfore', 'arm']",1,0.71,640.26,1.0
forearmed,W,9,"['Ġfore', 'arm', 'ed']",2,0.67,753.25,0.68
forearms,W,8,"['Ġfore', 'arm', 's']",2,0.62,681.76,0.95
forebear,W,8,"['Ġfore', 'b', 'ear']",2,0.62,749.1,0.58
forebears,W,9,"['Ġfore', 'b', 'ears']",2,0.67,734.0,0.61
forecast,W,8,['Ġforecast'],0,0.88,556.4,1.0
forecastle,W,10,"['Ġforecast', 'le']",1,0.8,595.53,0.42
forecasts,W,9,"['Ġforecast', 's']",1,0.78,589.03,0.95
foreclose,W,9,"['Ġfore', 'cl', 'ose']",2,0.67,750.86,0.57
foreclosed,W,10,"['Ġfore', 'cl', 'osed']",2,0.7,759.3,0.72
forecourt,W,9,"['Ġfore', 'c', 'our', 't']",3,0.56,670.0,0.88
forecourts,W,10,"['Ġfore', 'c', 'our', 'ts']",3,0.6,755.48,0.66
foredoomed,W,10,"['Ġfore', 'd', 'oom', 'ed']",3,0.6,1077.75,0.11
forefeet,W,8,"['Ġfore', 'fe', 'et']",2,0.62,729.94,0.42
forefoot,W,8,"['Ġfore', 'f', 'oot']",2,0.62,606.11,0.48
forefront,W,9,"['Ġfore', 'front']",1,0.78,661.97,0.95
foreground,W,10,"['Ġfore', 'ground']",1,0.8,616.49,0.98
forehand,W,8,"['Ġfore', 'hand']",1,0.75,627.47,0.98
forehands,W,9,"['Ġfore', 'h', 'ands']",2,0.67,738.13,0.84
forehead,W,8,"['Ġfore', 'head']",1,0.75,585.53,1.0
foreheads,W,9,"['Ġfore', 'head', 's']",2,0.67,589.41,1.0
foreign,W,7,['Ġforeign'],0,0.86,552.89,0.95
foreland,W,8,"['Ġfore', 'land']",1,0.75,638.2,0.42
foreleg,W,7,"['Ġfore', 'leg']",1,0.71,716.11,0.22
forelegs,W,8,"['Ġfore', 'leg', 's']",2,0.62,757.18,0.47
forelock,W,8,"['Ġfore', 'lock']",1,0.75,623.71,0.47
forelocks,W,9,"['Ġfore', 'l', 'ocks']",2,0.67,694.29,0.45
foreman,W,7,"['Ġfore', 'man']",1,0.71,676.59,0.95
foremen,W,7,"['Ġfore', 'men']",1,0.71,653.77,0.88
foremost,W,8,"['Ġfore', 'most']",1,0.75,642.3,1.0
forename,W,8,"['Ġfore', 'name']",1,0.75,645.33,0.98
forenames,W,9,"['Ġfore', 'names']",1,0.78,697.44,1.0
forenoon,W,8,"['Ġfore', 'n', 'oon']",2,0.62,674.44,0.22
forepart,W,8,"['Ġfore', 'part']",1,0.75,757.75,0.35
foreplay,W,8,"['Ġfore', 'play']",1,0.75,612.26,1.0
foresail,W,8,"['Ġfore', 's', 'ail']",2,0.62,628.94,0.4
foresaw,W,7,"['Ġfore', 's', 'aw']",2,0.57,715.41,0.85
foresee,W,7,"['Ġfore', 'see']",1,0.71,817.24,0.76
foreseen,W,8,"['Ġfore', 'se', 'en']",2,0.62,674.72,0.95
foresees,W,8,"['Ġfore', 'se', 'es']",2,0.62,742.74,0.88
foreshore,W,9,"['Ġfore', 'shore']",1,0.78,627.12,0.65
foresight,W,9,"['Ġfore', 's', 'ight']",2,0.67,629.3,1.0
foreskin,W,8,"['Ġfore', 's', 'kin']",2,0.62,606.05,1.0
foreskins,W,9,"['Ġfore', 's', 'kins']",2,0.67,686.06,0.95
forest,W,6,['Ġforest'],0,0.83,608.68,0.97
forestall,W,9,"['Ġforest', 'all']",1,0.78,682.06,0.48
forestalled,W,11,"['Ġforest', 'alled']",1,0.82,826.11,0.47
forests,W,7,['Ġforests'],0,0.86,587.79,0.95
foretaste,W,9,"['Ġfore', 't', 'aste']",2,0.67,818.0,0.26
foretell,W,8,"['Ġfore', 't', 'ell']",2,0.62,649.52,0.8
foretells,W,9,"['Ġfore', 't', 'ell', 's']",3,0.56,718.29,0.7
forethought,W,11,"['Ġfore', 'though', 't']",2,0.73,681.04,0.72
foretold,W,8,"['Ġfore', 't', 'old']",2,0.62,669.78,0.92
forewarn,W,8,"['Ġfore', 'war', 'n']",2,0.62,703.91,0.66
forewarned,W,10,"['Ġfore', 'war', 'ned']",2,0.7,748.21,0.76
forewarns,W,9,"['Ġfore', 'war', 'ns']",2,0.67,819.32,0.65
foreword,W,8,"['Ġfore', 'word']",1,0.75,652.56,0.89
forfeit,W,7,"['Ġfor', 'fe', 'it']",2,0.57,646.6,0.92
forfeits,W,8,"['Ġfor', 'fe', 'its']",2,0.62,638.97,0.92
forgave,W,7,"['Ġforg', 'ave']",1,0.71,667.84,0.97
forge,W,5,"['Ġfor', 'ge']",1,0.6,586.09,0.92
forged,W,6,"['Ġfor', 'ged']",1,0.67,615.69,0.92
forger,W,6,"['Ġfor', 'ger']",1,0.67,769.52,0.68
forgers,W,7,"['Ġforg', 'ers']",1,0.71,754.33,0.7
forges,W,6,"['Ġfor', 'ges']",1,0.67,646.59,0.85
forget,W,6,['Ġforget'],0,0.83,534.02,1.0
forgets,W,7,"['Ġforget', 's']",1,0.71,530.58,1.0
forging,W,7,"['Ġfor', 'ging']",1,0.71,630.64,0.87
forgings,W,8,"['Ġforg', 'ings']",1,0.75,746.69,0.68
forgive,W,7,"['Ġforg', 'ive']",1,0.71,549.54,0.97
forgives,W,8,"['Ġforg', 'ives']",1,0.75,610.13,0.98
forgo,W,5,"['Ġfor', 'go']",1,0.6,723.5,0.6
forgoes,W,7,"['Ġfor', 'go', 'es']",2,0.57,792.12,0.71
forgone,W,7,"['Ġforg', 'one']",1,0.71,713.5,0.76
forgot,W,6,"['Ġforg', 'ot']",1,0.67,553.54,1.0
fork,W,4,"['Ġfor', 'k']",1,0.5,530.41,1.0
forked,W,6,"['Ġfor', 'k', 'ed']",2,0.5,623.97,0.92
forkful,W,7,"['Ġfor', 'k', 'ful']",2,0.57,708.0,0.72
forkfuls,W,8,"['Ġfor', 'k', 'ful', 's']",3,0.5,866.75,0.45
forking,W,7,"['Ġfor', 'king']",1,0.71,660.0,0.92
forklift,W,8,"['Ġfor', 'k', 'l', 'ift']",3,0.5,742.68,0.89
forklifts,W,9,"['Ġfor', 'k', 'l', 'if', 'ts']",4,0.44,687.38,0.89
forks,W,5,"['Ġfor', 'ks']",1,0.6,534.86,0.95
forlorn,W,7,"['Ġfor', 'l', 'orn']",2,0.57,642.38,0.68
form,W,4,['Ġform'],0,0.75,549.91,0.92
formal,W,6,['Ġformal'],0,0.83,576.44,0.98
format,W,6,['Ġformat'],0,0.83,569.42,1.0
formats,W,7,"['Ġform', 'ats']",1,0.71,746.95,1.0
formed,W,6,['Ġformed'],0,0.83,604.79,1.0
former,W,6,['Ġformer'],0,0.83,585.18,0.98
formic,W,6,"['Ġform', 'ic']",1,0.67,734.33,0.22
forming,W,7,['Ġforming'],0,0.86,654.69,1.0
formless,W,8,"['Ġform', 'less']",1,0.75,709.26,0.76
forms,W,5,['Ġforms'],0,0.8,615.1,0.98
forsake,W,7,"['Ġfor', 's', 'ake']",2,0.57,681.47,0.95
forsakes,W,8,"['Ġfor', 's', 'akes']",2,0.62,649.94,0.88
forsook,W,7,"['Ġfor', 'so', 'ok']",2,0.57,659.12,0.22
forsooth,W,8,"['Ġfor', 'so', 'oth']",2,0.62,799.38,0.34
forswear,W,8,"['Ġfor', 'sw', 'ear']",2,0.62,1340.0,0.02
forsworn,W,8,"['Ġfor', 'sw', 'orn']",2,0.62,856.33,0.29
fort,W,4,['Ġfort'],0,0.75,601.15,0.98
forte,W,5,"['Ġfor', 'te']",1,0.6,692.64,0.75
fortes,W,6,"['Ġfort', 'es']",1,0.67,728.91,0.4
forth,W,5,['Ġforth'],0,0.8,561.97,0.92
forthright,W,10,"['Ġforth', 'right']",1,0.8,788.37,0.82
forthwith,W,9,"['Ġforth', 'with']",1,0.78,752.0,0.66
forties,W,7,"['Ġfort', 'ies']",1,0.71,555.39,0.98
fortnight,W,9,"['Ġfort', 'night']",1,0.78,599.81,0.98
fortnights,W,10,"['Ġfort', 'n', 'ights']",2,0.7,661.28,1.0
fortress,W,8,"['Ġfort', 'ress']",1,0.75,602.49,0.98
forts,W,5,"['Ġfor', 'ts']",1,0.6,651.09,0.82
fortunate,W,9,"['Ġfortun', 'ate']",1,0.78,635.46,0.95
fortune,W,7,"['Ġfort', 'une']",1,0.71,570.84,1.0
fortunes,W,8,"['Ġfortun', 'es']",1,0.75,622.7,0.97
forty,W,5,['Ġforty'],0,0.8,560.87,0.98
forum,W,5,"['Ġfor', 'um']",1,0.6,604.58,1.0
forums,W,6,"['Ġfor', 'ums']",1,0.67,613.37,0.95
forward,W,7,['Ġforward'],0,0.86,513.77,0.98
forwards,W,8,"['Ġforward', 's']",1,0.75,534.12,1.0
foss,W,4,['Ġfoss'],0,0.75,665.67,0.24
fosses,W,6,"['Ġfoss', 'es']",1,0.67,837.4,0.13
fossil,W,6,['Ġfossil'],0,0.83,555.69,0.95
fossils,W,7,['Ġfossils'],0,0.86,535.65,0.97
foster,W,6,['Ġfoster'],0,0.83,601.97,0.95
fostered,W,8,"['Ġf', 'ost', 'ered']",2,0.62,633.49,0.92
fosters,W,7,"['Ġf', 'ost', 'ers']",2,0.57,654.4,0.92
fought,W,6,['Ġfought'],0,0.83,598.82,0.95
foul,W,4,"['Ġf', 'oul']",1,0.5,579.87,1.0
fouled,W,6,"['Ġf', 'ou', 'led']",2,0.5,642.58,0.95
fouler,W,6,"['Ġf', 'ou', 'ler']",2,0.5,660.39,0.75
foulest,W,7,"['Ġf', 'oul', 'est']",2,0.57,671.55,0.78
fouling,W,7,"['Ġf', 'ou', 'ling']",2,0.57,631.51,0.98
foully,W,6,"['Ġf', 'oul', 'ly']",2,0.5,789.88,0.25
foulness,W,8,"['Ġf', 'oul', 'ness']",2,0.62,709.06,0.87
fouls,W,5,"['Ġf', 'oul', 's']",2,0.4,579.97,0.95
found,W,5,['Ġfound'],0,0.8,508.11,1.0
founded,W,7,['Ġfounded'],0,0.86,610.85,0.92
founder,W,7,['Ġfounder'],0,0.86,598.83,1.0
foundered,W,9,"['Ġfound', 'ered']",1,0.78,673.97,0.87
founders,W,8,"['Ġfound', 'ers']",1,0.75,572.65,1.0
founding,W,8,['Ġfounding'],0,0.88,615.71,0.82
foundling,W,9,"['Ġfound', 'ling']",1,0.78,715.38,0.47
foundlings,W,10,"['Ġfound', 'lings']",1,0.8,727.87,0.57
foundress,W,9,"['Ġfound', 'ress']",1,0.78,686.18,0.3
foundries,W,9,"['Ġfound', 'ries']",1,0.78,712.77,0.57
foundry,W,7,"['Ġfound', 'ry']",1,0.71,624.57,0.57
founds,W,6,"['Ġfound', 's']",1,0.67,614.03,0.88
fount,W,5,"['Ġf', 'ount']",1,0.6,638.0,0.12
fountain,W,8,"['Ġf', 'ount', 'ain']",2,0.62,551.62,1.0
fountains,W,9,"['Ġf', 'ount', 'ains']",2,0.67,544.72,1.0
founts,W,6,"['Ġf', 'ount', 's']",2,0.5,720.89,0.22
four,W,4,['Ġfour'],0,0.75,593.27,0.97
foureyes,W,8,"['Ġf', 'ou', 'rey', 'es']",3,0.5,880.12,0.22
fourfold,W,8,"['Ġfour', 'fold']",1,0.75,831.41,0.62
fourpence,W,9,"['Ġfour', 'p', 'ence']",2,0.67,647.62,0.65
fours,W,5,"['Ġfour', 's']",1,0.6,592.26,0.82
foursome,W,8,"['Ġfour', 's', 'ome']",2,0.62,635.18,0.98
foursomes,W,9,"['Ġfour', 's', 'omes']",2,0.67,650.81,0.78
foursquare,W,10,"['Ġfour', 's', 'qu', 'are']",3,0.6,565.17,0.18
fourteen,W,8,"['Ġfour', 'teen']",1,0.75,530.54,0.97
fourteenth,W,10,"['Ġfour', 'teenth']",1,0.8,660.51,0.97
fourth,W,6,['Ġfourth'],0,0.83,568.73,1.0
fourthly,W,8,"['Ġfourth', 'ly']",1,0.75,684.74,0.78
fourths,W,7,"['Ġfourth', 's']",1,0.71,665.45,0.84
fowl,W,4,"['Ġf', 'ow', 'l']",2,0.25,616.56,0.9
fowled,W,6,"['Ġf', 'ow', 'led']",2,0.5,646.67,0.68
fowler,W,6,"['Ġf', 'ow', 'ler']",2,0.5,714.88,0.68
fowlers,W,7,"['Ġf', 'ow', 'lers']",2,0.57,701.76,0.55
fowling,W,7,"['Ġf', 'ow', 'ling']",2,0.57,679.2,0.68
fowls,W,5,"['Ġf', 'ow', 'ls']",2,0.4,597.27,0.84
fox,W,3,"['Ġf', 'ox']",1,0.33,553.3,0.97
foxed,W,5,"['Ġf', 'ox', 'ed']",2,0.4,622.74,0.95
foxes,W,5,"['Ġf', 'ox', 'es']",2,0.4,554.59,0.95
foxglove,W,8,"['Ġf', 'ox', 'gl', 'ove']",3,0.5,728.87,0.61
foxgloves,W,9,"['Ġf', 'ox', 'gl', 'oves']",3,0.56,703.95,0.58
foxhole,W,7,"['Ġf', 'ox', 'h', 'ole']",3,0.43,651.79,0.74
foxholes,W,8,"['Ġf', 'ox', 'h', 'oles']",3,0.5,619.27,0.82
foxhound,W,8,"['Ġf', 'ox', 'h', 'ound']",3,0.5,651.76,0.88
foxhounds,W,9,"['Ġf', 'ox', 'h', 'ounds']",3,0.56,623.62,0.82
foxing,W,6,"['Ġf', 'ox', 'ing']",2,0.5,584.55,0.87
foxtrot,W,7,"['Ġfo', 'xt', 'rot']",2,0.57,736.89,0.88
foxtrots,W,8,"['Ġfo', 'xt', 'ro', 'ts']",3,0.5,716.78,0.61
foxy,W,4,"['Ġf', 'ox', 'y']",2,0.25,628.58,1.0
foyer,W,5,"['Ġf', 'oy', 'er']",2,0.4,616.15,0.85
