Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Reading_Time,Accuracy
guvnor,W,6,"['Ġgu', 'v', 'n', 'or']",3,0.33,803.4,0.16
guvs,W,4,"['Ġgu', 'v', 's']",2,0.25,840.0,0.05
guy,W,3,"['Ġgu', 'y']",1,0.33,549.14,0.97
guyed,W,5,"['Ġgu', 'y', 'ed']",2,0.4,702.5,0.05
guying,W,6,"['Ġgu', 'ying']",1,0.67,522.17,0.15
guys,W,4,"['Ġgu', 'ys']",1,0.5,514.34,0.98
guzzle,W,6,"['Ġgu', 'zz', 'le']",2,0.5,660.9,0.79
guzzled,W,7,"['Ġgu', 'zz', 'led']",2,0.57,719.76,0.95
guzzles,W,7,"['Ġgu', 'zz', 'les']",2,0.57,689.96,0.65
gwen,W,4,"['Ġg', 'w', 'en']",2,0.25,872.86,0.2
gybe,W,4,"['Ġg', 'y', 'be']",2,0.25,,0.0
gybed,W,5,"['Ġg', 'y', 'bed']",2,0.4,,0.0
gybes,W,5,"['Ġg', 'y', 'b', 'es']",3,0.2,,0.0
gybing,W,6,"['Ġg', 'y', 'bing']",2,0.5,,0.03
gym,W,3,"['Ġg', 'ym']",1,0.33,559.68,0.97
gymnast,W,7,"['Ġg', 'ymn', 'ast']",2,0.57,672.45,0.95
gymnasts,W,8,"['Ġg', 'ymn', 'ast', 's']",3,0.5,621.22,0.95
gyms,W,4,"['Ġg', 'ym', 's']",2,0.25,569.94,0.95
gymslip,W,7,"['Ġg', 'ym', 's', 'l', 'ip']",4,0.29,746.9,0.29
gyp,W,3,"['Ġg', 'yp']",1,0.33,803.0,0.02
gypped,W,6,"['Ġg', 'y', 'pped']",2,0.5,,0.0
gyps,W,4,"['Ġg', 'yp', 's']",2,0.25,987.0,0.02
gypsum,W,6,"['Ġg', 'yp', 's', 'um']",3,0.33,660.33,0.24
ha,W,2,['Ġha'],0,0.5,575.83,0.76
habit,W,5,['Ġhabit'],0,0.8,563.15,1.0
habits,W,6,['Ġhabits'],0,0.83,538.37,0.95
hack,W,4,"['Ġh', 'ack']",1,0.5,594.21,0.9
hacked,W,6,"['Ġh', 'ack', 'ed']",2,0.5,600.29,1.0
hacker,W,6,"['Ġh', 'ack', 'er']",2,0.5,663.5,0.97
hackers,W,7,"['Ġh', 'ack', 'ers']",2,0.57,699.46,0.98
hacking,W,7,"['Ġh', 'ack', 'ing']",2,0.57,668.54,0.92
hackles,W,7,"['Ġh', 'ack', 'les']",2,0.57,705.33,0.63
hackney,W,7,"['Ġh', 'ack', 'ney']",2,0.57,718.38,0.92
hackneyed,W,9,"['Ġh', 'ack', 'ney', 'ed']",3,0.56,756.83,0.37
hacks,W,5,"['Ġh', 'acks']",1,0.6,665.38,0.79
hacksaw,W,7,"['Ġh', 'acks', 'aw']",2,0.57,630.5,0.9
hacksaws,W,8,"['Ġh', 'acks', 'aw', 's']",3,0.5,780.09,0.58
had,W,3,['Ġhad'],0,0.67,557.27,0.92
haddock,W,7,"['Ġhad', 'd', 'ock']",2,0.57,651.2,0.79
haddocks,W,8,"['Ġhad', 'd', 'ocks']",2,0.62,632.67,0.76
hades,W,5,"['Ġhad', 'es']",1,0.6,783.5,0.29
hadji,W,5,"['Ġhad', 'j', 'i']",2,0.4,1165.0,0.05
haft,W,4,"['Ġha', 'ft']",1,0.5,607.57,0.18
hafts,W,5,"['Ġha', 'ft', 's']",2,0.4,526.8,0.15
hag,W,3,"['Ġha', 'g']",1,0.33,627.35,0.95
haggard,W,7,"['Ġha', 'gg', 'ard']",2,0.57,669.18,0.76
haggis,W,6,"['Ġha', 'gg', 'is']",2,0.5,679.93,0.68
haggle,W,6,"['Ġha', 'gg', 'le']",2,0.5,622.94,0.97
haggled,W,7,"['Ġha', 'gg', 'led']",2,0.57,648.09,0.92
haggles,W,7,"['Ġha', 'gg', 'les']",2,0.57,634.11,0.9
haggling,W,8,"['Ġha', 'gg', 'ling']",2,0.62,661.72,0.82
hags,W,4,"['Ġha', 'gs']",1,0.5,603.17,0.9
haha,W,4,"['Ġha', 'ha']",1,0.5,640.84,0.84
haiku,W,5,"['Ġha', 'ik', 'u']",2,0.4,725.81,0.45
hail,W,4,"['Ġha', 'il']",1,0.5,589.19,0.97
hailed,W,6,"['Ġha', 'iled']",1,0.67,602.86,0.95
hailing,W,7,"['Ġha', 'iling']",1,0.71,672.14,0.95
hails,W,5,"['Ġha', 'ils']",1,0.6,586.51,0.97
hailstone,W,9,"['Ġha', 'il', 'stone']",2,0.67,694.34,0.84
hailstones,W,10,"['Ġha', 'ilst', 'ones']",2,0.7,677.81,0.92
hailstorm,W,9,"['Ġha', 'ilst', 'orm']",2,0.67,704.14,0.92
hailstorms,W,10,"['Ġha', 'ilst', 'orm', 's']",3,0.6,720.3,0.89
hair,W,4,['Ġhair'],0,0.75,510.79,0.98
hairbrush,W,9,"['Ġhair', 'br', 'ush']",2,0.67,577.14,0.97
haircut,W,7,"['Ġha', 'irc', 'ut']",2,0.57,573.72,1.0
haircuts,W,8,"['Ġha', 'irc', 'uts']",2,0.62,553.51,0.98
hairdo,W,6,"['Ġha', 'ird', 'o']",2,0.5,649.69,0.84
hairdos,W,7,"['Ġha', 'ird', 'os']",2,0.57,711.19,0.68
haired,W,6,"['Ġha', 'ired']",1,0.67,539.97,0.95
hairgrips,W,9,"['Ġhair', 'g', 'ri', 'ps']",3,0.56,750.54,0.68
hairier,W,7,"['Ġhair', 'ier']",1,0.71,682.54,0.95
hairless,W,8,"['Ġhair', 'less']",1,0.75,573.03,1.0
hairline,W,8,"['Ġhair', 'line']",1,0.75,617.56,1.0
hairlines,W,9,"['Ġha', 'irl', 'ines']",2,0.67,648.55,0.89
hairnet,W,7,"['Ġhair', 'net']",1,0.71,662.19,0.92
hairnets,W,8,"['Ġhair', 'n', 'ets']",2,0.62,663.74,0.88
hairpiece,W,9,"['Ġhair', 'p', 'iece']",2,0.67,658.86,0.95
hairpin,W,7,"['Ġhair', 'p', 'in']",2,0.57,621.63,0.95
hairpins,W,8,"['Ġhair', 'p', 'ins']",2,0.62,665.06,0.84
hairs,W,5,"['Ġhair', 's']",1,0.6,543.32,1.0
hairstyle,W,9,"['Ġha', 'irst', 'yle']",2,0.67,567.45,1.0
hairstyles,W,10,"['Ġha', 'irst', 'y', 'les']",3,0.6,590.44,1.0
hairy,W,5,"['Ġhair', 'y']",1,0.6,555.61,1.0
haiti,W,5,"['Ġha', 'iti']",1,0.6,791.83,0.61
haitian,W,7,"['Ġha', 'it', 'ian']",2,0.57,900.67,0.5
haitians,W,8,"['Ġha', 'it', 'ians']",2,0.62,814.47,0.53
hake,W,4,"['Ġha', 'ke']",1,0.5,616.25,0.32
hakes,W,5,"['Ġha', 'kes']",1,0.6,776.1,0.28
halberd,W,7,"['Ġhal', 'ber', 'd']",2,0.57,870.0,0.11
halberds,W,8,"['Ġhal', 'ber', 'ds']",2,0.62,670.25,0.11
halcyon,W,7,"['Ġhal', 'cy', 'on']",2,0.57,889.12,0.24
hale,W,4,"['Ġh', 'ale']",1,0.5,728.83,0.68
half,W,4,['Ġhalf'],0,0.75,509.61,0.95
halfback,W,8,"['Ġhalf', 'back']",1,0.75,681.73,0.57
halfbacks,W,9,"['Ġhalf', 'back', 's']",2,0.67,675.8,0.39
halfpence,W,9,"['Ġhalf', 'p', 'ence']",2,0.67,668.28,0.76
halfpennies,W,11,"['Ġhalf', 'p', 'enn', 'ies']",3,0.64,822.03,0.72
halfpenny,W,9,"['Ġhalf', 'p', 'enn', 'y']",3,0.56,798.74,0.82
halfs,W,5,"['Ġhalf', 's']",1,0.6,636.64,0.9
halftone,W,8,"['Ġhal', 'ft', 'one']",2,0.62,863.23,0.37
halftones,W,9,"['Ġhal', 'ft', 'ones']",2,0.67,812.74,0.48
halfway,W,7,"['Ġhalf', 'way']",1,0.71,590.98,1.0
hall,W,4,['Ġhall'],0,0.75,510.16,0.97
hallmark,W,8,"['Ġhall', 'mark']",1,0.75,625.17,0.92
hallmarked,W,10,"['Ġhall', 'mark', 'ed']",2,0.7,697.79,0.82
hallmarks,W,9,"['Ġhall', 'mar', 'ks']",2,0.67,592.16,0.98
hallooed,W,8,"['Ġhall', 'oo', 'ed']",2,0.62,714.33,0.13
halloos,W,7,"['Ġhall', 'o', 'os']",2,0.57,708.17,0.16
hallow,W,6,"['Ġh', 'allow']",1,0.67,610.18,0.88
hallowed,W,8,"['Ġh', 'allow', 'ed']",2,0.62,650.26,0.9
hallows,W,7,"['Ġhall', 'ows']",1,0.71,664.13,0.79
halls,W,5,"['Ġhall', 's']",1,0.6,518.24,0.95
hallstand,W,9,"['Ġhall', 'stand']",1,0.78,695.75,0.11
hallway,W,7,"['Ġhall', 'way']",1,0.71,685.95,0.95
hallways,W,8,"['Ġhall', 'ways']",1,0.75,682.26,0.97
halma,W,5,"['Ġhal', 'ma']",1,0.6,,0.0
halo,W,4,"['Ġh', 'alo']",1,0.5,606.31,0.98
haloes,W,6,"['Ġhal', 'oes']",1,0.67,816.4,0.21
halt,W,4,"['Ġh', 'alt']",1,0.5,601.21,0.95
halted,W,6,"['Ġhal', 'ted']",1,0.67,578.72,1.0
halter,W,6,"['Ġhal', 'ter']",1,0.67,694.15,0.68
halters,W,7,"['Ġhal', 'ters']",1,0.71,609.34,0.78
halting,W,7,"['Ġhal', 'ting']",1,0.71,621.41,0.95
halts,W,5,"['Ġhal', 'ts']",1,0.6,616.44,0.9
halve,W,5,"['Ġhal', 've']",1,0.6,602.63,0.95
halved,W,6,"['Ġhal', 'ved']",1,0.67,612.28,0.98
halves,W,6,"['Ġhal', 'ves']",1,0.67,564.97,0.97
halving,W,7,"['Ġhal', 'ving']",1,0.71,621.94,0.92
halyard,W,7,"['Ġh', 'aly', 'ard']",2,0.57,583.0,0.02
halyards,W,8,"['Ġh', 'aly', 'ards']",2,0.62,682.0,0.05
ham,W,3,['Ġham'],0,0.67,531.26,1.0
hamburg,W,7,"['Ġh', 'amb', 'urg']",2,0.57,690.87,0.82
hamlet,W,6,"['Ġham', 'let']",1,0.67,620.44,0.92
hamlets,W,7,"['Ġham', 'lets']",1,0.71,610.43,0.95
hammed,W,6,"['Ġh', 'amm', 'ed']",2,0.5,624.5,0.45
hammer,W,6,"['Ġham', 'mer']",1,0.67,566.13,0.98
hammered,W,8,"['Ġh', 'amm', 'ered']",2,0.62,557.3,1.0
hammers,W,7,"['Ġh', 'amm', 'ers']",2,0.57,606.76,1.0
hamming,W,7,"['Ġh', 'amm', 'ing']",2,0.57,625.07,0.42
hammock,W,7,"['Ġh', 'amm', 'ock']",2,0.57,631.08,0.95
hammocks,W,8,"['Ġh', 'amm', 'ocks']",2,0.62,627.26,0.88
hamper,W,6,"['Ġham', 'per']",1,0.67,623.47,0.89
hampered,W,8,"['Ġh', 'amp', 'ered']",2,0.62,639.63,0.98
hampers,W,7,"['Ġh', 'amp', 'ers']",2,0.57,676.06,0.95
hams,W,4,"['Ġh', 'ams']",1,0.5,568.65,0.87
hamster,W,7,"['Ġham', 'ster']",1,0.71,591.73,1.0
hamsters,W,8,"['Ġham', 'sters']",1,0.75,568.44,0.98
hamstring,W,9,"['Ġham', 'st', 'ring']",2,0.67,701.57,0.92
hamstrings,W,10,"['Ġham', 'str', 'ings']",2,0.7,628.66,0.95
hamstrung,W,9,"['Ġham', 'str', 'ung']",2,0.67,695.9,0.52
hand,W,4,['Ġhand'],0,0.75,524.79,1.0
handbag,W,7,"['Ġhand', 'b', 'ag']",2,0.57,581.21,1.0
handbags,W,8,"['Ġhand', 'b', 'ag', 's']",3,0.5,545.26,0.98
handball,W,8,"['Ġhand', 'ball']",1,0.75,658.6,0.9
handbill,W,8,"['Ġhand', 'b', 'ill']",2,0.62,608.83,0.32
handbills,W,9,"['Ġhand', 'b', 'ills']",2,0.67,592.83,0.2
handbook,W,8,"['Ġhand', 'book']",1,0.75,602.13,0.95
handbooks,W,9,"['Ġhand', 'book', 's']",2,0.67,633.6,0.84
handbrake,W,9,"['Ġhand', 'bra', 'ke']",2,0.67,653.12,0.92
handcart,W,8,"['Ġhand', 'c', 'art']",2,0.62,697.56,0.47
handcarts,W,9,"['Ġhand', 'c', 'arts']",2,0.67,717.28,0.5
handclap,W,8,"['Ġhand', 'cl', 'ap']",2,0.62,753.0,0.5
handclaps,W,9,"['Ġhand', 'cl', 'aps']",2,0.67,694.76,0.5
handcuff,W,8,"['Ġhand', 'c', 'uff']",2,0.62,601.13,0.98
handcuffed,W,10,"['Ġhand', 'c', 'uff', 'ed']",3,0.6,620.92,1.0
handcuffs,W,9,"['Ġhand', 'c', 'uff', 's']",3,0.56,643.4,1.0
handed,W,6,"['Ġhand', 'ed']",1,0.67,586.0,1.0
handful,W,7,['Ġhandful'],0,0.86,561.16,1.0
handfuls,W,8,"['Ġhandful', 's']",1,0.75,675.24,0.95
handgun,W,7,"['Ġhand', 'g', 'un']",2,0.57,628.69,0.95
handguns,W,8,"['Ġhand', 'g', 'uns']",2,0.62,673.5,0.9
handhold,W,8,"['Ġhand', 'hold']",1,0.75,657.62,0.76
handholds,W,9,"['Ġhand', 'hold', 's']",2,0.67,693.12,0.71
handier,W,7,"['Ġhand', 'ier']",1,0.71,814.42,0.87
handing,W,7,"['Ġhand', 'ing']",1,0.71,615.03,0.92
handle,W,6,['Ġhandle'],0,0.83,538.18,1.0
handled,W,7,['Ġhandled'],0,0.86,578.58,1.0
handler,W,7,"['Ġhand', 'ler']",1,0.71,662.44,0.95
handlers,W,8,"['Ġhand', 'lers']",1,0.75,622.16,0.85
handles,W,7,"['Ġhand', 'les']",1,0.71,561.88,1.0
handling,W,8,['Ġhandling'],0,0.88,621.33,0.97
handloom,W,8,"['Ġhand', 'l', 'oom']",2,0.62,786.17,0.16
handlooms,W,9,"['Ġhand', 'lo', 'oms']",2,0.67,724.5,0.18
handmade,W,8,"['Ġhand', 'm', 'ade']",2,0.62,593.03,0.98
handmaid,W,8,"['Ġhand', 'ma', 'id']",2,0.62,675.89,0.74
handmaids,W,9,"['Ġhand', 'ma', 'ids']",2,0.67,651.46,0.63
handout,W,7,"['Ġhand', 'out']",1,0.71,543.03,0.97
handouts,W,8,"['Ġhand', 'outs']",1,0.75,612.69,0.92
handpicked,W,10,"['Ġhand', 'p', 'icked']",2,0.7,666.19,0.95
handrail,W,8,"['Ġhand', 'ra', 'il']",2,0.62,720.71,0.92
handrails,W,9,"['Ġhand', 'ra', 'ils']",2,0.67,759.19,0.97
hands,W,5,['Ġhands'],0,0.8,549.67,1.0
handsaw,W,7,"['Ġhands', 'aw']",1,0.71,728.43,0.76
handsaws,W,8,"['Ġhands', 'aw', 's']",2,0.62,666.9,0.55
handshake,W,9,"['Ġhand', 'sh', 'ake']",2,0.67,590.37,1.0
handshakes,W,10,"['Ġhand', 'sh', 'akes']",2,0.7,601.54,0.98
handsome,W,8,"['Ġhands', 'ome']",1,0.75,564.51,1.0
handstand,W,9,"['Ġhand', 'stand']",1,0.78,674.71,0.92
handstands,W,10,"['Ġhand', 'stand', 's']",2,0.7,727.88,0.87
handwork,W,8,"['Ġhand', 'work']",1,0.75,580.42,0.71
handy,W,5,"['Ġhand', 'y']",1,0.6,560.85,1.0
hang,W,4,['Ġhang'],0,0.75,547.69,0.98
hangar,W,6,"['Ġhang', 'ar']",1,0.67,748.95,0.58
hangars,W,7,"['Ġhang', 'ars']",1,0.71,650.15,0.52
hangdog,W,7,"['Ġhang', 'd', 'og']",2,0.57,639.0,0.15
hanged,W,6,"['Ġh', 'anged']",1,0.67,591.89,0.95
hanger,W,6,"['Ġh', 'anger']",1,0.67,573.16,0.97
hangers,W,7,"['Ġhang', 'ers']",1,0.71,708.82,0.98
hanging,W,7,"['Ġh', 'anging']",1,0.71,596.97,1.0
hangings,W,8,"['Ġhang', 'ings']",1,0.75,621.32,0.98
hangman,W,7,"['Ġhang', 'man']",1,0.71,617.92,0.95
hangmen,W,7,"['Ġhang', 'men']",1,0.71,630.03,0.92
hangnail,W,8,"['Ġhang', 'n', 'ail']",2,0.62,752.58,0.48
hangout,W,7,"['Ġhang', 'out']",1,0.71,570.78,0.97
hangouts,W,8,"['Ġhang', 'outs']",1,0.75,617.51,0.92
hangs,W,5,"['Ġhang', 's']",1,0.6,601.7,1.0
hank,W,4,"['Ġh', 'ank']",1,0.5,627.73,0.63
hankies,W,7,"['Ġh', 'ank', 'ies']",2,0.57,714.29,0.82
hanks,W,5,"['Ġh', 'anks']",1,0.6,666.44,0.45
hanky,W,5,"['Ġh', 'ank', 'y']",2,0.4,727.48,0.84
hansard,W,7,"['Ġh', 'ans', 'ard']",2,0.57,760.0,0.1
hansards,W,8,"['Ġh', 'ans', 'ards']",2,0.62,720.5,0.05
hansom,W,6,"['Ġh', 'ans', 'om']",2,0.5,821.89,0.24
hap,W,3,"['Ġha', 'p']",1,0.33,688.0,0.18
hapless,W,7,"['Ġha', 'pless']",1,0.71,757.08,0.62
haply,W,5,"['Ġha', 'ply']",1,0.6,633.5,0.16
happen,W,6,['Ġhappen'],0,0.83,539.7,0.97
happened,W,8,['Ġhappened'],0,0.88,536.71,1.0
happens,W,7,['Ġhappens'],0,0.86,517.0,1.0
happier,W,7,"['Ġhapp', 'ier']",1,0.71,550.55,1.0
happy,W,5,['Ġhappy'],0,0.8,490.34,1.0
harangue,W,8,"['Ġhar', 'ang', 'ue']",2,0.62,776.5,0.18
harangued,W,9,"['Ġhar', 'angu', 'ed']",2,0.67,739.82,0.29
harangues,W,9,"['Ġhar', 'ang', 'ues']",2,0.67,870.62,0.24
harass,W,6,['Ġharass'],0,0.83,657.11,0.98
harassed,W,8,"['Ġharass', 'ed']",1,0.75,598.38,0.98
harbour,W,7,"['Ġhar', 'bour']",1,0.71,578.18,1.0
harboured,W,9,"['Ġhar', 'b', 'oured']",2,0.67,630.26,0.85
harbours,W,8,"['Ġhar', 'bour', 's']",2,0.62,630.32,0.97
hard,W,4,['Ġhard'],0,0.75,542.34,0.95
hardback,W,8,"['Ġhard', 'back']",1,0.75,614.46,0.98
hardbacked,W,10,"['Ġhard', 'back', 'ed']",2,0.7,714.97,0.82
hardbacks,W,9,"['Ġhard', 'back', 's']",2,0.67,691.74,0.9
hardboard,W,9,"['Ġhard', 'board']",1,0.78,729.38,0.76
hardbound,W,9,"['Ġhard', 'b', 'ound']",2,0.67,690.44,0.29
harden,W,6,"['Ġhard', 'en']",1,0.67,616.49,1.0
hardened,W,8,"['Ġhard', 'ened']",1,0.75,589.79,1.0
hardens,W,7,"['Ġhard', 'ens']",1,0.71,606.2,1.0
harder,W,6,['Ġharder'],0,0.83,544.95,1.0
hardest,W,7,"['Ġhard', 'est']",1,0.71,604.64,0.95
hardier,W,7,"['Ġhard', 'ier']",1,0.71,585.19,0.85
hardly,W,6,['Ġhardly'],0,0.83,572.77,0.98
hardness,W,8,"['Ġhard', 'ness']",1,0.75,641.36,0.92
hardship,W,8,"['Ġh', 'ardship']",1,0.75,659.23,0.92
hardships,W,9,"['Ġh', 'ards', 'hips']",2,0.67,637.39,0.98
hardtop,W,7,"['Ġhard', 'top']",1,0.71,778.36,0.62
hardware,W,8,['Ġhardware'],0,0.88,669.87,1.0
